Title,Budget,Domestic_Gross,Year,Crit_Rating,Aud_Rating,Runtime_Min,Genre,MPAA_Rating
MY SISTERS KEEPER,27500000,49200230,2009,48,72.0,110.0,Drama,PG-13
THE HURT LOCKER,15000000,17017811,2009,97,84.0,131.0,"Action & Adventure, Drama",R
ICE AGE: DAWN OF THE DINOSAURS,90000000,196573705,2009,46,62.0,94.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
PUBLIC ENEMIES,102000000,97104620,2009,68,59.0,140.0,"Action & Adventure, Drama",R
"I LOVE YOU, BETH COOPER",18000000,14800725,2009,13,32.0,102.0,Comedy,PG-13
HARRY POTTER AND THE HALF-BLOOD PRINCE,250000000,302089278,2009,83,78.0,154.0,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",PG
(500) DAYS OF SUMMER,7500000,32425665,2009,85,84.0,95.0,"Comedy, Drama, Romance",PG-13
G-FORCE,150000000,119436770,2009,22,39.0,90.0,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",PG
THE UGLY TRUTH,38000000,88915214,2009,14,60.0,96.0,"Comedy, Romance",R
ORPHAN,20000000,41596251,2009,56,63.0,123.0,"Drama, Horror, Mystery & Suspense",R
FUNNY PEOPLE,72500000,51855045,2009,69,48.0,146.0,"Comedy, Drama",R
ALIENS IN THE ATTIC,45000000,25200412,2009,32,43.0,86.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
G.I. JOE: THE RISE OF COBRA,175000000,150201498,2009,34,50.0,118.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
JULIE & JULIA,40000000,94125426,2009,77,70.0,123.0,"Comedy, Drama",PG-13
A PERFECT GETAWAY,14000000,15515460,2009,63,52.0,97.0,"Action & Adventure, Mystery & Suspense",R
DISTRICT 9,30000000,115646235,2009,90,82.0,112.0,"Action & Adventure, Drama, Science Fiction & Fantasy",R
THE TIME TRAVELERS WIFE,39000000,63414846,2009,39,59.0,108.0,"Drama, Science Fiction & Fantasy, Romance",PG-13
"THE GOODS: LIVE HARD, SELL HARD",10000000,15122676,2009,27,37.0,89.0,Comedy,R
INGLOURIOUS BASTERDS,70000000,120774594,2009,89,88.0,153.0,"Action & Adventure, Drama",R
THE FINAL DESTINATION,40000000,66477700,2009,29,35.0,82.0,"Action & Adventure, Horror",R
HALLOWEEN 2,15000000,33392973,2009,21,45.0,106.0,Horror,R
ALL ABOUT STEVE,15000000,33862903,2009,6,30.0,99.0,Comedy,PG-13
GAMER,50000000,20534907,2009,30,39.0,95.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",R
EXTRACT,7500000,10823158,2009,62,38.0,91.0,Comedy,R
9,30000000,31749894,2009,57,56.0,80.0,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy",PG-13
I CAN DO BAD ALL BY MYSELF,19000000,51733921,2009,61,81.0,113.0,Comedy,PG-13
SORORITY ROW,12500000,11965282,2009,24,31.0,101.0,Horror,R
WHITEOUT,35000000,10275638,2009,7,21.0,106.0,"Action & Adventure, Drama, Mystery & Suspense",R
CLOUDY WITH A CHANCE OF MEATBALLS,100000000,124870275,2009,86,72.0,81.0,"Animation, Comedy, Kids & Family",PG
THE INFORMANT!,22000000,33316821,2009,79,44.0,108.0,"Comedy, Drama, Mystery & Suspense",R
LOVE HAPPENS,18000000,22965110,2009,17,37.0,109.0,"Drama, Romance",PG-13
JENNIFERS BODY,16000000,16204793,2009,44,34.0,102.0,"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
CAPITALISM: A LOVE STORY,20000000,14363397,2009,75,74.0,120.0,"Documentary, Special Interest",R
PARANORMAL ACTIVITY,450000,107918810,2009,83,57.0,86.0,"Horror, Mystery & Suspense",R
SURROGATES,80000000,38577772,2009,37,38.0,89.0,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",PG-13
FAME,18000000,22455510,2009,24,36.0,107.0,"Drama, Musical & Performing Arts, Romance",PG
FAME,18000000,22455510,2009,84,69.0,134.0,"Drama, Musical & Performing Arts",R
PANDORUM,40000000,10330853,2009,28,49.0,94.0,"Action & Adventure, Horror, Science Fiction & Fantasy",R
ZOMBIELAND,23000000,75590286,2009,90,86.0,88.0,"Comedy, Horror",R
THE INVENTION OF LYING,18500000,18451251,2009,56,39.0,99.0,Comedy,PG-13
WHIP IT,15000000,13077184,2009,84,74.0,111.0,"Comedy, Drama",PG-13
COUPLES RETREAT,60000000,109205660,2009,10,39.0,107.0,Comedy,PG-13
AN EDUCATION,7500000,12574914,2009,94,80.0,101.0,"Art House & International, Drama",PG-13
WHERE THE WILD THINGS ARE,100000000,77233467,2009,73,57.0,101.0,"Action & Adventure, Animation, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",PG
LAW ABIDING CITIZEN,53000000,73357727,2009,26,75.0,109.0,"Drama, Mystery & Suspense",R
THE STEPFATHER,20000000,29062561,2009,11,34.0,103.0,"Horror, Mystery & Suspense",PG-13
THE STEPFATHER,20000000,29062561,2009,88,65.0,89.0,"Horror, Mystery & Suspense",R
SAW VI,11000000,27693292,2009,39,55.0,91.0,"Horror, Mystery & Suspense",R
ASTRO BOY,65000000,19551067,2009,50,50.0,94.0,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",PG
AMELIA,40000000,14279575,2009,20,31.0,111.0,Drama,PG
CIRQUE DU FREAK: THE VAMPIRES ASSISTANT,40000000,14046595,2009,38,42.0,109.0,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",PG-13
MICHAEL JACKSONS THIS IS IT,60000000,72091016,2009,81,82.0,121.0,"Documentary, Musical & Performing Arts",PG
THE BOONDOCK SAINTS 2: ALL SAINTS DAY,8000000,10273187,2009,23,58.0,87.0,"Action & Adventure, Drama",R
DISNEYS A CHRISTMAS CAROL,190000000,137855863,2009,53,58.0,96.0,"Animation, Drama, Kids & Family, Science Fiction & Fantasy",PG
PRECIOUS (BASED ON THE NOVEL PUSH BY SAPPHIRE),10000000,47566524,2009,91,81.0,110.0,Drama,R
THE MEN WHO STARE AT GOATS,24000000,32428195,2009,50,39.0,90.0,"Comedy, Drama",R
THE FOURTH KIND,10000000,26218170,2009,18,41.0,98.0,Mystery & Suspense,PG-13
THE BOX,25000000,15051977,2009,44,24.0,116.0,"Horror, Mystery & Suspense, Science Fiction & Fantasy",PG-13
2012,200000000,166112167,2009,39,47.0,158.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
FANTASTIC MR. FOX,40000000,21002919,2009,92,85.0,87.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
THE TWILIGHT SAGA: NEW MOON,50000000,296623634,2009,28,61.0,130.0,"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",PG-13
THE BLIND SIDE,35000000,255959475,2009,66,85.0,129.0,"Comedy, Drama, Sports & Fitness",PG-13
PLANET 51,60000000,42194060,2009,22,40.0,91.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
THE PRINCESS AND THE FROG,105000000,104400899,2009,85,74.0,95.0,"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",G
OLD DOGS,35000000,49492060,2009,5,44.0,88.0,"Comedy, Drama, Kids & Family",PG
NINJA ASSASSIN,50000000,38122883,2009,25,54.0,99.0,"Action & Adventure, Drama",R
UP IN THE AIR,30000000,83823381,2009,91,79.0,109.0,"Comedy, Drama, Romance",R
BROTHERS,26000000,28544157,2009,63,62.0,105.0,"Drama, Mystery & Suspense",R
BROTHERS,26000000,28544157,2009,89,85.0,110.0,"Art House & International, Drama",R
ARMORED,20000000,15988876,2009,40,31.0,88.0,"Drama, Mystery & Suspense",PG-13
THE LOVELY BONES,95000000,44114232,2009,32,52.0,135.0,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",PG-13
INVICTUS,60000000,37491364,2009,76,75.0,134.0,"Drama, Sports & Fitness",PG-13
CRAZY HEART,8500000,39471742,2009,90,76.0,112.0,"Drama, Musical & Performing Arts, Romance",R
AVATAR,232000000,760507625,2009,82,82.0,162.0,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",PG-13
DID YOU HEAR ABOUT THE MORGANS?,58000000,29580087,2009,12,27.0,104.0,"Comedy, Drama, Romance",PG-13
NINE,80000000,19676965,2009,39,37.0,113.0,"Drama, Musical & Performing Arts, Romance",PG-13
THE YOUNG VICTORIA,35000000,11001272,2009,77,74.0,105.0,Drama,PG
ALVIN AND THE CHIPMUNKS: THE SQUEAKQUEL,70000000,219614612,2009,20,49.0,88.0,"Animation, Comedy, Kids & Family",PG
SHERLOCK HOLMES,90000000,209028679,2009,69,77.0,129.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
ITS COMPLICATED,85000000,112735375,2009,58,60.0,120.0,"Comedy, Romance",R
DAYBREAKERS,20000000,30101577,2010,68,49.0,98.0,"Action & Adventure, Drama, Horror, Mystery & Suspense",R
LEAP YEAR,19000000,25918920,2010,23,47.0,101.0,"Comedy, Romance",PG
YOUTH IN REVOLT,18000000,15285588,2010,66,52.0,90.0,"Comedy, Drama, Romance",R
THE BOOK OF ELI,80000000,94835059,2010,47,64.0,118.0,Action & Adventure,R
THE SPY NEXT DOOR,28000000,24307106,2010,12,40.0,94.0,"Action & Adventure, Comedy",PG
LEGION,26000000,40168080,2010,19,31.0,100.0,"Action & Adventure, Horror, Mystery & Suspense",R
EXTRAORDINARY MEASURES,31000000,12482741,2010,28,53.0,106.0,Drama,PG
EDGE OF DARKNESS,60000000,43313890,2010,56,49.0,108.0,"Drama, Mystery & Suspense",R
DEAR JOHN,25000000,80014842,2010,29,55.0,109.0,"Drama, Romance",PG-13
FROM PARIS WITH LOVE,52000000,24077427,2010,38,54.0,92.0,Action & Adventure,R
VALENTINES DAY,52000000,110485654,2010,18,47.0,123.0,"Comedy, Romance",PG-13
PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF,95000000,88768303,2010,49,53.0,83.0,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",PG
THE WOLFMAN,150000000,62189884,2010,35,33.0,103.0,"Horror, Mystery & Suspense",R
SHUTTER ISLAND,80000000,128012934,2010,68,76.0,138.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE GHOST WRITER,45000000,15541549,2010,84,70.0,68.0,"Drama, Mystery & Suspense",PG-13
COP OUT,37000000,44875481,2010,18,39.0,110.0,Comedy,R
THE CRAZIES,19000000,39123589,2010,71,56.0,101.0,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
THE CRAZIES,19000000,39123589,2010,67,43.0,103.0,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
ALICE IN WONDERLAND,200000000,334191110,2010,81,78.0,75.0,"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",G
ALICE IN WONDERLAND,200000000,334191110,2010,33,62.0,150.0,"Action & Adventure, Comedy, Kids & Family, Television",G
ALICE IN WONDERLAND,200000000,334191110,2010,51,55.0,108.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
ALICE IN WONDERLAND,200000000,334191110,2010,67,58.0,77.0,"Kids & Family, Science Fiction & Fantasy",NR
BROOKLYNS FINEST,17000000,27163593,2010,44,46.0,133.0,"Action & Adventure, Drama",R
GREEN ZONE,100000000,35497337,2010,53,57.0,115.0,"Drama, Mystery & Suspense",R
SHES OUT OF MY LEAGUE,20000000,32010860,2010,58,59.0,104.0,"Comedy, Drama",R
OUR FAMILY WEDDING,14000000,20255281,2010,13,48.0,103.0,Comedy,PG-13
REMEMBER ME,16000000,19068240,2010,27,69.0,112.0,"Drama, Romance",PG-13
THE BOUNTY HUNTER,45000000,67061228,2010,12,51.0,110.0,"Action & Adventure, Comedy, Romance",PG-13
DIARY OF A WIMPY KID,15000000,64003625,2010,52,49.0,93.0,"Comedy, Kids & Family",PG
REPO MEN,32000000,13942007,2010,22,41.0,119.0,"Action & Adventure, Science Fiction & Fantasy",R
HOW TO TRAIN YOUR DRAGON,165000000,217581232,2010,99,91.0,98.0,"Animation, Kids & Family, Science Fiction & Fantasy",PG
HOT TUB TIME MACHINE,36000000,50269859,2010,63,56.0,100.0,Comedy,R
THE LAST SONG,20000000,62950384,2010,20,66.0,107.0,"Drama, Kids & Family, Romance",PG
CLASH OF THE TITANS,125000000,163214888,2010,68,70.0,118.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG
CLASH OF THE TITANS,125000000,163214888,2010,27,40.0,106.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
WHY DID I GET MARRIED TOO?,20000000,60095852,2010,27,68.0,120.0,"Comedy, Drama",PG-13
DATE NIGHT,55000000,98711404,2010,66,55.0,107.0,"Comedy, Romance",PG-13
KICK-ASS,28000000,48071303,2010,76,81.0,117.0,"Action & Adventure, Comedy, Drama",R
DEATH AT A FUNERAL,21000000,42739347,2010,62,79.0,90.0,"Comedy, Drama",R
DEATH AT A FUNERAL,21000000,42739347,2010,42,45.0,92.0,"Comedy, Drama",R
THE BACK-UP PLAN,35000000,37490007,2010,18,46.0,104.0,"Comedy, Romance",PG-13
THE LOSERS,25000000,23591432,2010,48,54.0,98.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
A NIGHTMARE ON ELM STREET,35000000,63075011,2010,94,83.0,91.0,"Horror, Mystery & Suspense",R
A NIGHTMARE ON ELM STREET,35000000,63075011,2010,15,43.0,96.0,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
FURRY VENGEANCE,35000000,17630465,2010,7,32.0,91.0,"Comedy, Kids & Family",PG
IRON MAN 2,170000000,312433331,2010,73,71.0,124.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
ROBIN HOOD,207000000,105487148,2010,54,81.0,83.0,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",G
ROBIN HOOD,207000000,105487148,2010,100,71.0,110.0,"Action & Adventure, Classics, Kids & Family, Romance",NR
ROBIN HOOD,207000000,105487148,2010,43,58.0,148.0,"Action & Adventure, Drama",PG-13
ROBIN HOOD,207000000,105487148,2010,15,41.0,116.0,"Action & Adventure, Drama",PG-13
ROBIN HOOD,98000000,30824628,2018,54,81.0,83.0,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",G
ROBIN HOOD,98000000,30824628,2018,100,71.0,110.0,"Action & Adventure, Classics, Kids & Family, Romance",NR
ROBIN HOOD,98000000,30824628,2018,43,58.0,148.0,"Action & Adventure, Drama",PG-13
ROBIN HOOD,98000000,30824628,2018,15,41.0,116.0,"Action & Adventure, Drama",PG-13
LETTERS TO JULIET,30000000,53032453,2010,41,62.0,105.0,"Comedy, Drama, Romance",PG
JUST WRIGHT,12000000,21540363,2010,45,61.0,101.0,"Comedy, Romance",PG
SHREK FOREVER AFTER,165000000,238736787,2010,58,54.0,93.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",PG
SEX AND THE CITY 2,95000000,95347692,2010,15,43.0,147.0,"Comedy, Romance",R
PRINCE OF PERSIA: SANDS OF TIME,200000000,90759676,2010,37,58.0,116.0,"Action & Adventure, Science Fiction & Fantasy, Romance",PG-13
GET HIM TO THE GREEK,40000000,61153526,2010,72,62.0,109.0,Comedy,R
KILLERS,75000000,47059963,2010,10,41.0,100.0,"Action & Adventure, Comedy, Romance",PG-13
KILLERS,75000000,47059963,2010,73,65.0,137.0,"Action & Adventure, Drama, Mystery & Suspense",NR
MARMADUKE,50000000,33644788,2010,9,42.0,88.0,"Comedy, Kids & Family",PG
SPLICE,30000000,17010170,2010,76,37.0,100.0,"Horror, Science Fiction & Fantasy",R
THE KARATE KID,40000000,176591618,2010,88,82.0,122.0,"Drama, Kids & Family",PG
THE KARATE KID,40000000,176591618,2010,66,67.0,140.0,"Action & Adventure, Drama, Kids & Family",PG
THE A-TEAM,110000000,77222099,2010,49,66.0,119.0,"Action & Adventure, Comedy",PG-13
TOY STORY 3,200000000,415004880,2010,98,89.0,103.0,"Animation, Comedy, Kids & Family",G
JONAH HEX,47000000,10547117,2010,12,20.0,84.0,"Action & Adventure, Drama, Horror, Western",PG-13
KNIGHT AND DAY,116000000,76423035,2010,52,49.0,109.0,"Action & Adventure, Comedy",PG-13
GROWN UPS,75000000,162001186,2010,10,62.0,102.0,Comedy,PG-13
THE TWILIGHT SAGA: ECLIPSE,68000000,300531751,2010,48,60.0,124.0,"Drama, Science Fiction & Fantasy, Romance",PG-13
THE LAST AIRBENDER,150000000,131772187,2010,5,30.0,103.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
DESPICABLE ME,69000000,251513985,2010,81,82.0,95.0,"Animation, Comedy, Kids & Family",PG
PREDATORS,40000000,52000688,2010,65,52.0,107.0,"Action & Adventure, Horror, Science Fiction & Fantasy",R
THE KIDS ARE ALL RIGHT,4000000,20811365,2010,93,74.0,104.0,"Comedy, Drama",R
THE SORCERERS APPRENTICE,160000000,63150991,2010,40,53.0,111.0,"Action & Adventure, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",PG
INCEPTION,160000000,292576195,2010,87,91.0,148.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
SALT,130000000,118311368,2010,62,59.0,100.0,"Action & Adventure, Mystery & Suspense",PG-13
RAMONA AND BEEZUS,15000000,26167002,2010,70,71.0,103.0,"Comedy, Kids & Family",G
DINNER FOR SCHMUCKS,69000000,73026337,2010,41,42.0,114.0,Comedy,PG-13
CATS & DOGS: THE REVENGE OF KITTY GALORE,85000000,43585753,2010,13,38.0,82.0,"Action & Adventure, Comedy, Kids & Family",PG
CHARLIE ST. CLOUD,44000000,31206263,2010,27,60.0,98.0,Drama,PG-13
THE OTHER GUYS,100000000,119219978,2010,78,60.0,107.0,"Action & Adventure, Comedy",PG-13
THE EXPENDABLES,82000000,103068524,2010,42,64.0,103.0,"Action & Adventure, Mystery & Suspense",R
EAT PRAY LOVE,60000000,80574010,2010,36,42.0,133.0,Drama,PG-13
SCOTT PILGRIM VS. THE WORLD,85000000,31611316,2010,81,83.0,113.0,"Action & Adventure, Comedy, Romance",PG-13
VAMPIRES SUCK,20000000,36661504,2010,4,29.0,82.0,Comedy,PG-13
THE SWITCH,19000000,27758465,2010,51,44.0,101.0,"Comedy, Drama, Romance",PG-13
LOTTERY TICKET,17000000,24719879,2010,35,44.0,99.0,Comedy,PG-13
TAKERS,32000000,57744720,2010,29,62.0,107.0,"Action & Adventure, Drama",PG-13
THE LAST EXORCISM,1800000,41034350,2010,72,35.0,87.0,"Horror, Mystery & Suspense",PG-13
THE AMERICAN,20000000,35606376,2010,65,38.0,105.0,"Drama, Mystery & Suspense",R
MACHETE,12500000,26593646,2010,72,63.0,105.0,"Action & Adventure, Mystery & Suspense",R
GOING THE DISTANCE,32000000,17804299,2010,0,61.0,93.0,Comedy,R
GOING THE DISTANCE,32000000,17804299,2010,53,52.0,97.0,"Comedy, Romance",R
RESIDENT EVIL: AFTERLIFE,57500000,60128566,2010,22,49.0,97.0,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",R
THE TOWN,37000000,92186262,2010,93,85.0,151.0,"Action & Adventure, Drama, Mystery & Suspense, Romance",R
EASY A,8000000,58401464,2010,85,77.0,92.0,"Comedy, Romance",PG-13
DEVIL,10000000,33679655,2010,51,43.0,80.0,"Horror, Mystery & Suspense",PG-13
ALPHA AND OMEGA 3D,20000000,25107267,2010,16,41.0,88.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
LEGEND OF THE GUARDIANS: THE OWLS OF GAHOOLE,100000000,55675313,2010,51,63.0,90.0,"Action & Adventure, Animation, Science Fiction & Fantasy",PG
WALL STREET 2: MONEY NEVER SLEEPS,70000000,52474616,2010,55,44.0,133.0,Drama,PG-13
YOU AGAIN,20000000,25702053,2010,17,43.0,105.0,Comedy,PG
THE SOCIAL NETWORK,40000000,96962694,2010,96,86.0,120.0,Drama,PG-13
CASE 39,27000000,13261851,2010,21,39.0,109.0,"Horror, Mystery & Suspense",R
LET ME IN,20000000,12134935,2010,88,76.0,116.0,"Drama, Horror, Science Fiction & Fantasy, Romance",R
SECRETARIAT,35000000,59699513,2010,63,76.0,116.0,"Drama, Sports & Fitness",PG
LIFE AS WE KNOW IT,38000000,53374681,2010,29,61.0,112.0,"Comedy, Drama",PG-13
MY SOUL TO TAKE,25000000,14744435,2010,10,26.0,108.0,"Horror, Mystery & Suspense",R
RED,60000000,90380162,2010,70,69.0,95.0,"Drama, Mystery & Suspense",R
RED,60000000,90380162,2010,71,72.0,111.0,"Action & Adventure, Comedy, Mystery & Suspense",PG-13
HEREAFTER,50000000,32746941,2010,47,38.0,126.0,"Drama, Mystery & Suspense",PG-13
SAW 3D,17000000,45710178,2010,10,42.0,90.0,Horror,R
MEGAMIND,130000000,148415853,2010,72,72.0,96.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
DUE DATE,65000000,100539043,2010,40,52.0,100.0,Comedy,R
FOR COLORED GIRLS,21000000,37729698,2010,32,73.0,134.0,"Drama, Special Interest",R
127 HOURS,18000000,18335230,2010,93,85.0,94.0,Drama,R
MORNING GLORY,40000000,31011732,2010,70,46.0,74.0,"Classics, Drama",NR
MORNING GLORY,40000000,31011732,2010,55,51.0,107.0,Comedy,PG-13
UNSTOPPABLE,95000000,81562942,2010,86,72.0,98.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
SKYLINE,10000000,21416355,2010,16,18.0,92.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
HARRY POTTER AND THE DEATHLY HALLOWS: PART I,125000000,296131568,2010,77,85.0,146.0,"Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE NEXT THREE DAYS,30000000,21148651,2010,51,66.0,133.0,"Drama, Horror, Mystery & Suspense, Romance",PG-13
TANGLED,258000000,200821936,2010,89,87.0,100.0,"Animation, Comedy, Kids & Family, Musical & Performing Arts",PG
BURLESQUE,55000000,39440655,2010,36,64.0,119.0,"Drama, Musical & Performing Arts, Romance",PG-13
LOVE AND OTHER DRUGS,30000000,32367005,2010,48,53.0,112.0,"Comedy, Drama, Romance",R
FASTER,24000000,23240020,2010,53,90.0,103.0,"Documentary, Special Interest, Sports & Fitness",PG-13
FASTER,24000000,23240020,2010,42,49.0,98.0,"Action & Adventure, Drama",R
THE KINGS SPEECH,15000000,138797449,2010,95,92.0,118.0,Drama,PG-13
BLACK SWAN,13000000,106954678,2010,85,84.0,108.0,"Drama, Mystery & Suspense",R
THE FIGHTER,11000000,93617009,2010,91,89.0,115.0,"Drama, Sports & Fitness",R
THE TOURIST,100000000,67631157,2010,20,42.0,103.0,"Action & Adventure, Mystery & Suspense, Romance",PG-13
TRON: LEGACY,200000000,172062763,2010,51,63.0,125.0,"Action & Adventure, Science Fiction & Fantasy",PG
YOGI BEAR,80000000,100246011,2010,13,34.0,82.0,"Action & Adventure, Animation, Comedy, Kids & Family",PG
HOW DO YOU KNOW?,117000000,30212620,2010,32,25.0,121.0,"Comedy, Drama, Romance",PG-13
TRUE GRIT,35000000,171243005,2010,88,84.0,128.0,"Classics, Western",G
TRUE GRIT,35000000,171243005,2010,96,85.0,110.0,"Action & Adventure, Drama, Western",PG-13
LITTLE FOCKERS,100000000,148438600,2010,9,34.0,98.0,Comedy,PG-13
COUNTRY STRONG,15000000,20218921,2010,22,53.0,112.0,"Drama, Musical & Performing Arts",PG-13
GULLIVERS TRAVELS,111000000,42779261,2010,67,53.0,74.0,"Action & Adventure, Animation, Classics, Comedy, Kids & Family",NR
GULLIVERS TRAVELS,111000000,42779261,2010,20,27.0,87.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG
SEASON OF THE WITCH,40000000,24827228,2011,11,30.0,92.0,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE GREEN HORNET,110000000,98780042,2011,44,43.0,119.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
THE DILEMMA,70000000,48475290,2011,24,29.0,110.0,Comedy,PG-13
NO STRINGS ATTACHED,25000000,70662220,2011,49,51.0,108.0,"Comedy, Television, Romance",R
THE RITE,37000000,33047633,2011,21,40.0,114.0,"Drama, Mystery & Suspense",PG-13
THE MECHANIC,42000000,29121498,2011,40,66.0,100.0,"Action & Adventure, Classics, Drama, Mystery & Suspense",R
THE MECHANIC,42000000,29121498,2011,53,51.0,92.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE ROOMMATE,16000000,37300107,2011,4,27.0,91.0,"Horror, Mystery & Suspense",PG-13
SANCTUM,30000000,23209310,2011,30,37.0,103.0,"Action & Adventure, Drama, Mystery & Suspense",R
JUST GO WITH IT,80000000,103028109,2011,19,59.0,116.0,"Comedy, Romance",PG-13
GNOMEO AND JULIET,36000000,99967670,2011,56,54.0,84.0,"Action & Adventure, Animation, Comedy, Kids & Family, Musical & Performing Arts, Romance",G
JUSTIN BIEBER: NEVER SAY NEVER,13000000,73013910,2011,65,65.0,105.0,"Documentary, Musical & Performing Arts",G
THE EAGLE,25000000,19490041,2011,40,41.0,114.0,"Action & Adventure, Classics, Drama",PG-13
UNKNOWN,40000000,63686397,2011,55,55.0,113.0,"Drama, Horror, Mystery & Suspense",PG-13
I AM NUMBER FOUR,50000000,55100437,2011,33,57.0,109.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
"BIG MOMMAS: LIKE FATHER, LIKE SON",32000000,37915414,2011,5,58.0,107.0,Comedy,PG-13
HALL PASS,68000000,45060734,2011,33,40.0,106.0,Comedy,R
DRIVE ANGRY,50000000,10721033,2011,47,37.0,107.0,"Action & Adventure, Mystery & Suspense",R
RANGO,135000000,123477607,2011,88,69.0,107.0,"Action & Adventure, Animation, Kids & Family",PG
THE ADJUSTMENT BUREAU,50000000,62495645,2011,71,67.0,99.0,"Science Fiction & Fantasy, Romance",PG-13
BEASTLY,17000000,27865571,2011,20,48.0,86.0,"Drama, Science Fiction & Fantasy, Romance",PG-13
BATTLE: LOS ANGELES,70000000,83552429,2011,36,48.0,116.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
RED RIDING HOOD,42000000,37662162,2011,10,39.0,120.0,"Horror, Romance",PG-13
MARS NEEDS MOMS,150000000,21392758,2011,37,40.0,88.0,"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy",PG
LIMITLESS,27000000,79249455,2011,69,74.0,105.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE LINCOLN LAWYER,40000000,58009200,2011,84,82.0,118.0,"Drama, Mystery & Suspense",R
PAUL,40000000,37412945,2011,71,62.0,100.0,"Art House & International, Comedy, Science Fiction & Fantasy",R
DIARY OF A WIMPY KID: RODRICK RULES,18000000,52698535,2011,47,61.0,100.0,"Comedy, Drama, Kids & Family",PG
SUCKER PUNCH,75000000,36392502,2011,22,47.0,110.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
HOP,63000000,108085305,2011,25,53.0,94.0,"Comedy, Kids & Family",PG
SOURCE CODE,32000000,54712227,2011,91,82.0,93.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
RIO,90000000,143619809,2011,72,71.0,99.0,"Action & Adventure, Animation, Comedy, Kids & Family",G
SOUL SURFER,18000000,43853424,2011,45,75.0,106.0,"Action & Adventure, Drama, Sports & Fitness",PG
HANNA,30000000,40259119,2011,72,66.0,111.0,"Action & Adventure, Mystery & Suspense",PG-13
ARTHUR,40000000,33035397,2011,26,44.0,109.0,Comedy,PG-13
YOUR HIGHNESS,50000000,21596445,2011,27,34.0,102.0,Comedy,R
