date,title,budget ,domestic_gross,world_gross
2014-11-19,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131
2014-11-26,Penguins of Madagascar,130000000,83350911,366942531
2014-11-26,Horrible Bosses 2,40000000,54445357,105945357
2014-11-28,Paddington,55000000,76223578,258789097
2014-12-03,Wild,15000000,37880356,52460543
2014-12-05,Exodus: Gods and Kings,140000000,65014513,268314513
2014-12-10,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621
2014-12-10,The Gambler,25000000,33680992,38718031
2014-12-12,Top Five,12000000,25317379,26001741
2014-12-18,Night at the Museum: Secret of the Tomb,125000000,113746621,353756621
2014-12-18,Annie,65000000,85911262,139829625
2014-12-19,Seventh Son,94000000,17725785,108874967
2014-12-25,American Sniper,58000000,350126372,547326372
2014-12-25,Into the Woods,56000000,128002372,213116401
2014-12-25,Unbroken,65000000,115637895,163527824
2014-12-25,Big Eyes,10000000,14482031,27317872
2015-01-02,Taken 3,48000000,89256424,327656424
2015-01-09,Selma,20000000,52076908,66776576
2015-01-16,The Wedding Ringer,23000000,64460211,80171596
2015-01-16,Still Alice,5000000,18656400,41699612
2015-01-21,Ex Machina,13000000,25440971,38358392
2015-01-22,The Boy Next Door,4000000,36006065,53401938
2015-01-28,The SpongeBob Movie: Sponge Out of Water,73243106,162994032,311013181
2015-01-29,Kingsman: The Secret Service,93000000,128261724,404561724
2015-01-30,Project Almanac,12000000,22348241,32909437
2015-01-30,Black or White,9000000,21571189,21971021
2015-02-06,Jupiter Ascending,178000000,47482519,181982519
2015-02-06,Shaun the Sheep,25000000,19375982,101850986
2015-02-06,It Follows,2000000,14674077,23250755
2015-02-11,Fifty Shades of Grey,40000000,166167230,570998101
2015-02-19,The Gunman,40000000,10664749,18594227
2015-02-20,"McFarland, USA",17000000,44480275,45707924
2015-02-20,The DUFF,8500000,34030343,43528634
2015-02-20,Hot Tub Time Machine 2,14000000,12314651,12826644
2015-02-26,Focus,65000000,53862963,168065700
2015-02-26,The Second Best Exotic Marigold Hotel,10000000,33078266,90384306
2015-02-26,The Lazarus Effect,5000000,25801570,38359310
2015-03-04,Chappie,49000000,31569268,105002056
2015-03-05,Unfinished Business,35000000,10219501,13214051
2015-03-06,Cinderella,95000000,201151353,534551353
2015-03-11,Run All Night,50000000,26461644,66961644
2015-03-18,The Divergent Series: Insurgent,110000000,130179072,295075882
2015-03-19,Home,130000000,177397510,385997896
2015-03-20,Do You Believe?,2300000,12985600,14304931
2015-03-26,Get Hard,40000000,90411453,106511453
2015-04-01,Furious 7,190000000,353007020,1518722794
2015-04-01,Woman in Gold,11000000,33307793,58586407
2015-04-09,The Longest Ride,34000000,37446117,63802928
2015-04-10,Paul Blart: Mall Cop 2,38000000,71091594,107650646
2015-04-16,The Age of Adaline,30000000,42629776,68984536
2015-04-17,Unfriended,1000000,32789645,64364198
2015-04-22,Avengers: Age of Ultron,317000000,459005868,1403013963
2015-05-07,Pitch Perfect 2,29000000,184296230,287625468
2015-05-08,Hot Pursuit,35000000,34580201,45671512
2015-05-14,Mad Max: Fury Road,150000000,153636354,370098020
2015-05-20,Tomorrowland,170000000,93436322,206627518
2015-05-20,Poltergeist,35000000,47425125,95713069
2015-05-21,Spy!,65000000,110825712,232585748
2015-05-27,San Andreas,110000000,155190832,456258539
2015-05-27,Aloha,36500000,21052030,25387091
2015-06-03,Entourage,30000000,32363404,46438538
2015-06-04,Insidious Chapter 3,10000000,52218558,120453155
2015-06-08,Self/Less,26000000,12279691,33667319
2015-06-09,Jurassic World,215000000,652270625,1648854864
2015-06-12,Inside Out,175000000,356461711,857561711
2015-06-17,Minions,74000000,336045770,1160336173
2015-06-19,Dope,7000000,17506470,18190831
2015-06-24,Terminator: Genisys,155000000,89760956,432150894
2015-06-25,Ted 2,68000000,81476385,217214143
2015-06-25,Max,20000000,42656255,43658157
2015-07-01,Magic Mike XXL,14500000,66013057,123660597
2015-07-09,Paper Towns,12000000,32000304,85450484
2015-07-09,The Gallows,100000,22764410,41656474
2015-07-14,Ant-Man,130000000,180202163,518858449
2015-07-16,Pixels,90000000,78765986,244041804
2015-07-17,Trainwreck,35000000,110212700,141123897
2015-07-22,Southpaw,30000000,52421953,94156456
2015-07-29,Vacation,31000000,58884188,102306500
2015-08-05,The Fantastic Four,120000000,56117548,167849187
2015-08-06,The Gift,5000000,43787265,58978477
2015-08-06,The 33,25000000,12227722,28400715
2015-08-07,Ricki and the Flash,18000000,26839498,41166033
2015-08-12,The Man From U.N.C.L.E.,75000000,45445109,108517735
2015-08-13,A Walk in the Woods,8000000,29499394,37119358
2015-08-14,Straight Outta Compton,28000000,161197785,202182981
2015-08-17,Everest,65000000,43482270,221297061
2015-08-19,Sinister 2,10000000,27740955,54104225
2015-08-19,Hitman: Agent 47,35000000,22467450,82182803
2015-08-19,American Ultra,28000000,14439985,30295028
2015-08-21,Criminal,31000000,14708696,38771262
2015-08-26,No Escape,5000000,27288872,42844516
2015-09-02,The Transporter Refueled,22000000,16029670,69698495
2015-09-09,Maze Runner: The Scorch Trials,61000000,81697192,310566162
2015-09-09,The Perfect Guy,18000000,57027435,60278166
2015-09-10,The Visit,5000000,65206105,98677816
2015-09-17,Black Mass,53000000,62575678,98837872
2015-09-17,Sicario,30000000,46889293,84393749
2015-09-23,Hotel Transylvania 2,80000000,169700110,469500298
2015-09-24,The Intern,40000000,75764672,197115710
2015-09-25,Pan,150000000,35088320,151525973
2015-09-30,The Martian,106000000,228433663,655271443
2015-09-30,The Walk,35000000,10161183,61492104
2015-10-06,Spectre,275000000,200074175,879620923
2015-10-09,Steve Jobs,30000000,17766658,35579007
2015-10-14,Goosebumps,58000000,80069458,158905324
2015-10-14,Bridge of Spies,40000000,72313754,162498338
2015-10-14,Crimson Peak,55000000,31090320,74966854
2015-10-16,Room,13000000,14677674,36262783
2015-10-16,Woodlawn,13000000,14394097,14403703
2015-10-21,The Last Witch Hunter,80000000,27367660,130818912
2015-10-21,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374
2015-10-22,Burnt,20000000,13651946,36766293
2015-11-04,Brooklyn,11000000,38322743,62076141
2015-11-05,The Peanuts Movie,99000000,130178411,250091610
2015-11-06,Spotlight,20000000,45055776,92088460
2015-11-12,The Night Before,25000000,43035725,52427346
2015-11-12,Love the Coopers,18000000,26302731,42227490
2015-11-12,Secret in Their Eyes,20000000,20180155,32608019
2015-11-13,The Lady in the Van,6000000,10021175,42320503
2015-11-18,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787
2015-11-20,Carol,11500000,12711491,42843521
2015-11-25,The Good Dinosaur,186000000,123087120,333771037
2015-11-25,Creed,37000000,109767581,173567581
2015-11-26,In the Heart of the Sea,100000000,25020758,89693309
2015-12-02,Krampus,15000000,42725475,61788393
2015-12-02,Point Break,100000000,28782481,126704591
2015-12-11,The Big Short,28000000,70259870,133162752
2015-12-16,Star Wars Ep. VII: The Force Awakens,300000000,936662225,2053311220
2015-12-18,Sisters,30000000,87044645,106030660
2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956
2015-12-24,Joy,60000000,56451232,101134059
2015-12-24,Concussion,35000000,34531832,50363790
2015-12-25,The Revenant,135000000,183637894,532938302
2015-12-25,Daddys Home,50000000,150357137,242757137
2015-12-25,The Hateful Eight,62000000,54117416,147924595
2015-12-30,Snowden,50000000,21587519,35380918
2016-01-04,10 Cloverfield Lane,15000000,72082999,108286422
2016-01-07,The Forest,10000000,26594261,40749230
2016-01-14,Ride Along 2,40000000,90862685,124827316
2016-01-14,The 5th Wave,38000000,34912982,111336398
2016-01-14,Norm of the North,18000000,17062499,30535660
2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370
2016-01-21,The Boy,10000000,35819556,68220952
2016-01-21,Dirty Grandpa,11500000,35593113,105078449
2016-01-23,Kung Fu Panda 3,140000000,143528619,517599142
2016-01-27,Moana,150000000,248757044,637517365
2016-01-27,The Finest Hours,70000000,27569558,49252761
2016-01-28,Fifty Shades of Black,5000000,11686940,22113075
2016-02-04,Pride and Prejudice and Zombies,28000000,10907291,16638300
2016-02-05,"Hail, Caesar!",22000000,30080225,64220196
2016-02-05,Zoolander 2,50000000,28848693,55348693
2016-02-08,How to be Single,37000000,46843513,100003780
2016-02-09,Deadpool,58000000,363070709,801025593
2016-02-10,Zootopia,150000000,341268248,1036368248
2016-02-18,Risen,20000000,36880033,46255763
2016-02-19,The Witch,3500000,25138705,40454520
2016-02-19,Race,5000000,19115191,23745772
2016-02-19,Triple 9,20000000,12639297,25943792
2016-02-24,Gods of Egypt,139000000,31153464,138836756
2016-02-26,Eddie the Eagle,23000000,15789389,45060480
2016-02-26,Unforgettable,12000000,11368012,16221211
2016-03-02,London Has Fallen,60000000,62524260,195194085
2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,25350747
2016-03-09,The Divergent Series: Allegiant,110000000,66184051,172022517
2016-03-11,Eye in the Sky,13000000,18704596,35402802
2016-03-11,"Hello, My Name is Doris",1000000,14444999,14662703
2016-03-16,Miracles from Heaven,13000000,61705123,73798736
2016-03-23,Batman v Superman: Dawn of Justice,250000000,330360194,867500281
2016-03-23,My Big Fat Greek Wedding 2,18000000,59689605,92096558
2016-04-01,Gods Not Dead 2,5000000,20773069,23551286
2016-04-06,The Huntsman: Winters War,115000000,48003015,165149302
2016-04-07,The Jungle Book,175000000,364001123,962854547
2016-04-07,The Boss,29000000,63077560,78652207
2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202
2016-04-22,Captain America: Civil War,250000000,408084349,1153284349
2016-04-22,Mothers Day,25000000,32492859,52367022
2016-04-29,Florence Foster Jenkins,29000000,27383770,56000339
2016-04-29,Keanu,15000000,20591853,20688141
2016-05-05,Neighbors 2: Sorority Rising,35000000,55340730,108757621
2016-05-08,The Secret Life of Pets,75000000,368384330,886606412
2016-05-11,The Angry Birds Movie,73000000,107509366,352327887
2016-05-12,Money Monster,27000000,41012075,93466095
2016-05-13,The Darkness,4000000,10753574,10898293
2016-05-18,X-Men: Apocalypse,178000000,155442489,542537546
2016-05-19,The Nice Guys,50000000,36261763,59596747
2016-05-20,Alice Through the Looking Glass,165000000,77042381,276928112
2016-05-20,Café Society,30000000,11103205,44359512
2016-05-25,Warcraft,159000000,47365290,438899824
2016-05-27,Now You See Me 2,90000000,65075540,328325007
2016-06-01,Me Before You,20000000,56245075,208265198
2016-06-02,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374
2016-06-09,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311262102
2016-06-15,All Eyez on Me,45000000,44922302,54876855
2016-06-16,Finding Dory,200000000,486295561,1028295561
2016-06-16,Central Intelligence,50000000,127440871,217194805
2016-06-22,Independence Day: Resurgence,163000000,103144286,384169424
2016-06-23,The Shallows,13000000,55121623,118763442
2016-06-24,Free State of Jones,50000000,20810036,23237252
2016-06-27,The Legend of Tarzan,180000000,126643061,348902025
2016-06-30,The BFG,140000000,55483770,199646680
2016-06-30,Ben-Hur,95000000,26410477,91669648
2016-07-01,The Purge: Election Year,10000000,79042440,118514727
2016-07-01,Ice Age: Collision Course,105000000,64063008,402156682
2016-07-07,Mike and Dave Need Wedding Dates,33000000,46009673,75898100
2016-07-13,Ghostbusters,142000000,128350574,229008658
2016-07-13,The Infiltrator,47000000,15436808,20718104
2016-07-20,Jason Bourne,120000000,162192920,416168316
2016-07-21,Star Trek Beyond,185000000,158848340,335802233
2016-07-21,Lights Out,5000000,67268835,148806510
2016-07-27,Nerve,20000000,38583626,70652284
2016-07-29,Bad Moms,20000000,113257297,180998716
2016-08-02,Suicide Squad,175000000,325100054,746059887
2016-08-10,Sausage Party,19000000,97670358,141344255
2016-08-10,Petes Dragon,65000000,76233151,137768975
2016-08-12,Hell or High Water,12000000,27007844,37584304
2016-08-18,Kubo and the Two Strings,55000000,48023088,77548122
2016-08-19,War Dogs,50000000,43034523,86234503
2016-08-25,Dont Breathe,10000000,89217875,158973685
2016-08-25,Mechanic: Resurrection,40000000,21218403,125729635
2016-09-02,The Light Between Oceans,20000000,12545979,22281732
2016-09-06,Bridget Joness Baby,35000000,24139805,205822688
2016-09-08,Sully,60000000,125070033,238524556
2016-09-08,When the Bough Breaks,10000000,29747603,30768449
2016-09-12,The Magnificent Seven,90000000,93432655,162525156
2016-09-15,Blair Witch,10000000,20777061,38985577
2016-09-21,Miss Peregrines Home for Peculiar Children,110000000,87242834,295986876
2016-09-22,Storks,70000000,72679278,183353431
2016-09-29,Deepwater Horizon,155000000,61433527,122603824
2016-10-05,The Girl on the Train,45000000,75395035,174278214
2016-10-05,Inferno,75000000,34343574,219519367
2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,23311293
2016-10-07,The Birth of a Nation,10000000,15861566,16891011
2016-10-11,The Accountant,40000000,86260045,152962083
2016-10-12,Trolls,125000000,153707064,344150134
2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043
2016-10-20,Jack Reacher: Never Go Back,60000000,58697076,159946489
2016-10-20,Ouija: Origin of Evil,9000000,35144505,81831866
2016-10-21,Tyler Perrys Boo! A Madea Halloween,20000000,73206343,73206343
2016-10-24,Doctor Strange,165000000,232641920,676404566
2016-11-03,Hacksaw Ridge,40000000,67209615,168904682
2016-11-04,Nocturnal Animals,22500000,10663357,32398681
2016-11-09,Arrival,47000000,100546139,203127894
2016-11-11,Almost Christmas,17000000,42065185,42493506
2016-11-14,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853
2016-11-17,Manchester by the Sea,8500000,47695371,77733867
2016-11-18,The Edge of Seventeen,9000000,14431633,19096003
2016-11-20,Allied,105000000,40098064,119266661
2016-11-24,Sing,75000000,270329045,634454789
2016-11-25,Lion,12000000,51739495,149570720
2016-11-25,Underworld: Blood Wars,35000000,30353973,81209222
2016-11-25,The Founder,15000000,12786053,24403192
2016-11-30,La La Land,20000000,151101803,426351163
2016-12-02,Jackie,9000000,13960394,36588512
2016-12-08,Office Christmas Party,45000000,54767494,91323299
2016-12-14,Rogue One: A Star Wars Story,200000000,532177324,1049102856
2016-12-15,The Great Wall,150000000,45157105,334486852
2016-12-16,Fences,24000000,57682904,64282881
2016-12-16,Collateral Beauty,36000000,31016021,85309093
2016-12-16,Ballerina,30000000,21858070,96890794
2016-12-21,Passengers,110000000,100014699,302239672
2016-12-21,Why Him?,38000000,60323786,117425156
2016-12-21,Assassins Creed,125000000,54647948,240759682
2016-12-21,Patriots Day,40000000,31886361,52837989
2016-12-21,Dangal,9500000,12391761,294654618
2016-12-23,Resident Evil: The Final Chapter,40000000,26844692,314101190
2016-12-25,Hidden Figures,25000000,169607287,231771716
2016-12-25,Live by Night,65000000,10378555,21774432
2016-12-29,Monster Trucks,125000000,33370166,61642798
2017-01-13,The Bye Bye Man,7400000,22395806,31187727
2017-01-18,Split,5000000,138141585,278964806
2017-01-19,xXx: Return of Xander Cage,85000000,44898413,345033359
2017-01-20,A Dogs Purpose,25000000,64321890,203671625
2017-02-02,The Lego Batman Movie,80000000,175750384,310660018
2017-02-03,Rings,25000000,27793018,82917283
2017-02-08,Fifty Shades Darker,55000000,114434010,381398492
2017-02-09,John Wick: Chapter Two,40000000,92029184,171317271
2017-02-17,Fist Fight,25000000,32187017,40286416
2017-02-23,Logan,127000000,226277068,615461394
2017-02-23,Kong: Skull Island,185000000,168052812,561072059
2017-02-24,Get Out,5000000,176040665,255367951
2017-03-03,Before I Fall,5000000,12241072,18945682
2017-03-16,Beauty and the Beast,160000000,504014165,1259199706
2017-03-17,The Boss Baby,125000000,175003033,510878762
2017-03-17,The Belko Experiment,5000000,10166820,11792942
2017-03-22,Life,58000000,30234022,100929666
2017-03-23,Ghost in the Shell,110000000,40563557,167910690
2017-03-23,CHiPS,25000000,18600152,23190292
2017-03-24,Power Rangers,120000000,85364450,142531552
2017-03-24,Smurfs: The Lost Village,60000000,45020282,197578586
2017-03-24,The Zookeepers Wife,20000000,17445186,26308749
2017-04-05,Going in Style,24000000,45018541,78672579
2017-04-07,The Fate of the Furious,237000000,225764765,1234846267
2017-04-07,Gifted,7000000,24801212,36964656
2017-04-28,Guardians of the Galaxy Vol 2,200000000,389813101,869113101
2017-04-28,How to Be a Latin Lover,10000000,32149404,62556228
2017-04-28,The Circle,18000000,20497844,40651864
2017-04-28,Baahubali 2: The Conclusion,30000000,18985794,263502914
2017-05-04,Alien: Covenant,95000000,74262031,238521247
2017-05-11,King Arthur: Legend of the Sword,175000000,39175066,139630336
2017-05-12,Snatched,42000000,45852178,57852177
2017-05-19,"Everything, Everything",10000000,34121140,61603136
2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577
2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137
2017-05-25,Baywatch,60000000,58060186,175863783
2017-05-29,Wonder Woman,150000000,412563408,821133378
2017-06-02,The Mummy,195000000,80101125,409953905
2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874
2017-06-09,It Comes at Night,5000000,13985117,19720203
2017-06-14,Despicable Me 3,75000000,264624300,1034724710
2017-06-14,Rough Night,20000000,22105643,46844357
2017-06-16,Cars 3,175000000,152901115,383541369
2017-06-20,Transformers: The Last Knight,215000000,130168683,602893340
2017-06-23,The Big Sick,5000000,42872467,53972860
2017-06-28,Baby Driver,34000000,107825862,228104185
2017-06-30,The House,40000000,25584504,31192425
2017-07-05,Spider-Man: Homecoming,175000000,334201140,880166350
2017-07-14,War for the Planet of the Apes,151500000,146880162,489592267
2017-07-14,Wish Upon,12000000,14301505,23477345
2017-07-18,Dunkirk,150000000,190068280,499837368
2017-07-20,Girls Trip,28000000,115108515,140886353
2017-07-20,Valerian and the City of a Thousand Planets,179000000,40479370,215098356
2017-07-26,The Emoji Movie,50000000,86089513,216564840
2017-07-27,Atomic Blonde,30000000,51573925,98345423
2017-07-28,Detroit,40000000,16790139,26033563
2017-08-02,Annabelle: Creation,15000000,102092201,305384865
2017-08-02,The Dark Tower,60000000,50701325,113461527
2017-08-04,Kidnap,21000000,30718107,34836080
2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389
2017-08-18,The Hitmans Bodyguard,30000000,75468583,172778667
2017-08-18,Logan Lucky,29000000,27778642,44264271
2017-08-23,American Made,50000000,51342000,135569212
2017-08-31,It,35000000,327481748,700381748
2017-09-08,Home Again,15000000,27020284,37336874
2017-09-13,Victoria and Abdul,21000000,22245070,68271146
2017-09-14,American Assassin,63000000,36249674,68310140
2017-09-15,The Lego Ninjago Movie,70000000,59281555,122737201
2017-09-15,mother!,30000000,17800004,42531076
2017-09-19,Kingsman: The Golden Circle,103300000,100234838,408803696
2017-09-22,Battle of the Sexes,25000000,12638526,18445379
2017-09-27,Flatliners,20000000,16883115,45173738
2017-09-29,Blade Runner 2049,185000000,92054159,259357408
2017-09-29,The Foreigner,35000000,34393507,140783360
2017-10-11,Happy Death Day,5000000,55683845,125010260
2017-10-13,Geostorm,100000000,33700160,220796009
2017-10-13,Marshall,12000000,10051659,10116816
2017-10-17,Wonder,20000000,132422809,304604712
2017-10-20,Tyler Perrys Boo 2! A Madea Halloween,20000000,47319572,47879572
2017-10-20,Only the Brave,38000000,18340051,24555177
2017-10-25,Thor: Ragnarok,180000000,315058289,853958289
2017-10-27,Coco,175000000,209726015,807126015
2017-10-27,Jigsaw,10000000,38052832,104223315
2017-11-01,A Bad Moms Christmas,28000000,72110659,127710550
2017-11-03,Murder on the Orient Express,55000000,102826543,345922730
2017-11-03,Lady Bird,10000000,48958273,78610769
2017-11-10,Daddys Home 2,70000000,104029443,175807183
2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915
2017-11-13,Justice League,300000000,229024295,655945209
2017-11-15,The Star,20000000,40847995,62758010
2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012
2017-11-22,Darkest Hour,30000000,56443120,150807172
2017-12-01,The Shape of Water,19500000,63859435,195790794
2017-12-01,The Disaster Artist,10000000,21120616,28717667
2017-12-08,Ferdinand,110000000,84410380,289838913
2017-12-08,"I, Tonya",11000000,30014534,53797409
2017-12-11,The Greatest Showman,84000000,174340174,440973522
2017-12-13,Star Wars Ep. VIII: The Last Jedi,306000000,620181382,1316721747
2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193
2017-12-21,Pitch Perfect 3,45000000,104897530,185736412
2017-12-22,The Post,50000000,81903458,179748880
2017-12-22,Mollys Game,30000000,28780744,53296424
2017-12-22,Downsizing,67500000,24449754,54462971
2017-12-22,Father Figures,25000000,17501244,21038441
2017-12-25,Phantom Thread,35000000,21198205,47410406
2018-01-03,Insidious: The Last Key,10000000,67745330,172811971
2018-01-10,Proud Mary,30000000,20868638,21709539
2018-01-11,The Commuter,40000000,36343858,118509836
2018-01-16,12 Strong,35000000,45819713,71118378
2018-01-17,Maze Runner: The Death Cure,61000000,58032443,265878536
2018-01-19,Den of Thieves,30000000,44947622,80147166
2018-01-19,Forever My Girl,3500000,16376066,16376066
2018-02-02,Winchester,3500000,25091816,45960255
2018-02-07,Fifty Shades Freed,55000000,100407760,371350619
2018-02-08,Peter Rabbit,50000000,115234093,347132280
2018-02-09,The 15:17 to Paris,30000000,36276286,56096200
2018-02-13,Black Panther,200000000,700059566,1348258224
2018-02-23,Game Night,37000000,69179066,117378084
2018-02-23,Annihilation,55000000,32732301,43070915
2018-02-28,Red Sparrow,68000000,46874505,145951861
2018-03-02,Death Wish,30000000,34017028,48575965
2018-03-06,Tomb Raider,90000000,58250803,273477501
2018-03-09,A Wrinkle in Time,102500000,100478608,133401882
2018-03-09,The Strangers: Prey at Night,5000000,24431472,32144262
2018-03-15,Sherlock Gnomes,59000000,43242871,87527651
2018-03-16,I Can Only Imagine,7000000,83482352,85674977
2018-03-16,Pacific Rim: Uprising,155000000,59874525,290930148
2018-03-16,"Love, Simon",10000000,40826341,65520633
2018-03-20,Ready Player One,150000000,137690172,579290136
2018-03-22,"Paul, Apostle of Christ",5000000,17547999,25529498
2018-03-29,Blockers,21000000,60311495,94045328
2018-03-29,Acrimony,20000000,43549096,46627836
2018-04-04,A Quiet Place,17000000,188024361,336157526
2018-04-09,Rampage,120000000,101028233,428056280
2018-04-12,Truth or Dare,3500000,41411015,95127344
2018-04-20,I Feel Pretty,32000000,48795601,91553797
2018-04-25,Avengers: Infinity War,300000000,678815482,2048134200
2018-05-04,Overboard,12000000,50316123,85369830
2018-05-09,Breaking In,6000000,46840590,51485382
2018-05-10,Life of the Party,30000000,53059911,65759911
2018-05-11,Deadpool 2,110000000,324591735,786680557
2018-05-18,Book Club,10000000,68566296,91309403
2018-05-18,Slender Man,10000000,30564825,51945949
2018-05-23,Solo: A Star Wars Story,275000000,213767512,393151347
2018-06-01,Hereditary,10000000,44069456,81301558
2018-06-01,Adrift,35000000,31445011,57897191
2018-06-06,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799
2018-06-08,Oceans 8,70000000,140218711,297115976
2018-06-13,Superfly,16000000,20537137,20723581
2018-06-15,Incredibles 2,200000000,608581744,1242507764
2018-06-15,Tag,28000000,54730625,77024944
2018-06-22,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527060998
2018-06-25,Sicario: Day of the Soldado,35000000,50065850,75885196
2018-06-27,Uncle Drew,18000000,42469946,46527161
2018-07-03,Ant-Man and the Wasp,130000000,216648740,623144660
2018-07-04,The First Purge,13000000,69488745,137054597
2018-07-05,Skyscraper,125000000,68420120,304115534
2018-07-13,Eighth Grade,2000000,13539710,14348020
2018-07-18,The Equalizer 2,76000000,102084362,190376181
2018-07-27,Teen Titans Go! To The Movies,10000000,29790236,51620593
2018-08-03,Christopher Robin,75000000,99215042,197504758
2018-08-03,The Darkest Minds,34000000,12695691,38361428
2018-08-09,The Meg,178000000,145443742,529530715
2018-08-09,BlacKkKlansman,15000000,49275340,93119132
2018-08-15,Crazy Rich Asians,30000000,174532921,238099711
2018-08-15,Alpha,51000000,35851379,99624873
2018-08-17,Mile 22,35000000,36108758,66295121
2018-09-06,The Nun,22000000,117450119,363676447
2018-09-07,Peppermint,25000000,35418723,51800758
2018-09-11,The Predator,87500000,51024708,159487563
2018-09-12,A Simple Favor,20000000,53548586,97628717
2018-09-14,White Boy Rick,30000000,24004833,25947983
2018-09-19,The House with a Clock in its Walls,40000000,68549695,126329193
2018-09-21,Smallfoot,80000000,83240103,213686569
2018-09-26,Night School,29000000,77339130,103008792
2018-09-27,Bad Times at the El Royale,32000000,17839115,29199399
2018-09-27,Hell Fest,5500000,11107431,18119231
2018-10-02,Venom,115000000,213511408,853628605
2018-10-05,A Star is Born,36000000,215288866,434888866
2018-10-05,The Hate U Give,23000000,29719483,35067665
2018-10-10,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478
2018-10-10,First Man,60000000,44936545,105217104
2018-10-17,Halloween,10000000,159342015,254902722
2018-10-25,The Girl in the Spiders Web,43000000,14828555,34983342
2018-10-26,Bohemian Rhapsody,55000000,216303339,903530556
2018-10-31,The Nutcracker and the Four Realms,132000000,54858851,170293899
2018-11-02,Nobodys Fool,19000000,31713110,32589493
2018-11-07,Dr. Seuss The Grinch,75000000,270620950,510932826
2018-11-09,Widows,40000000,42402632,73866088
2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086
2018-11-16,Green Book,23000000,85080171,323486308
2018-11-16,Instant Family,48000000,67363237,119736188
2018-11-21,Ralph Breaks The Internet,175000000,201091711,529291711
2018-11-21,Creed II,50000000,115715889,213591522
2018-11-21,Robin Hood,98000000,30824628,85146186
2018-11-23,The Favourite,15000000,34366783,94069024
2018-11-23,On the Basis of Sex,20000000,24622687,38801294
2018-11-28,The Possession of Hannah Grace,6000000,14836174,42873730
2018-12-05,Mortal Engines,100000000,15951040,85287417
2018-12-06,Aquaman,160000000,335061807,1146894640
2018-12-07,Second Act,15600000,39282227,63288854
2018-12-07,Mary Queen of Scots,25000000,16468499,46837620
2018-12-12,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375243139
2018-12-13,Bumblebee,102000000,127195589,465195589
2018-12-14,The Mule,50000000,103804407,173671418
2018-12-14,Dragon Ball Super: Broly,8500000,30376755,122747755
2018-12-14,If Beale Street Could Talk,12000000,14915773,19859167
2018-12-19,Mary Poppins Returns,130000000,171958438,349558438
2018-12-20,Holmes & Watson,42000000,30568743,41926605
2018-12-21,Vice,60000000,47836282,70893782
2018-12-21,Welcome to Marwen,45000000,10763520,13015599
